"";"expCoeff";"penteInfCoeff";"distrouteCoeff";"ratioliste";"voisUrbCoef";"routesCoef";"route_vois";"popHaIrrig";"popHaUrb";"rmse";"rmsle"
"228";"0.0";"3.0";"0.0";"0.2";"9.0";"0.0";"true";"12.0";"70.0";13,91;1,34
"229";"0.0";"3.0";"0.0";"0.2";"9.0";"0.0";"true";"15.0";"60.0";13,91;1,34
"230";"0.0";"3.0";"0.0";"0.2";"9.0";"0.0";"true";"15.0";"65.0";13,91;1,34
"231";"0.0";"3.0";"0.0";"0.2";"9.0";"0.0";"true";"15.0";"70.0";13,91;1,34
"232";"0.0";"3.0";"0.0";"0.2";"9.0";"0.0";"true";"9.0";"60.0";13,91;1,34
"233";"0.0";"3.0";"0.0";"0.2";"9.0";"0.0";"true";"9.0";"65.0";13,91;1,34
"234";"0.0";"3.0";"0.0";"0.2";"9.0";"0.0";"true";"9.0";"70.0";13,91;1,34
"235";"0.0";"3.0";"0.0";"0.2";"9.0";"3.0";"false";"12.0";"60.0";13,9;1,34
"236";"0.0";"3.0";"0.0";"0.2";"9.0";"3.0";"false";"12.0";"65.0";13,91;1,34
"237";"0.0";"3.0";"0.0";"0.2";"9.0";"3.0";"false";"12.0";"70.0";13,91;1,34
"238";"0.0";"3.0";"0.0";"0.2";"9.0";"3.0";"false";"15.0";"60.0";13,9;1,34
"239";"0.0";"3.0";"0.0";"0.2";"9.0";"3.0";"false";"15.0";"65.0";13,9;1,34
"240";"0.0";"3.0";"0.0";"0.2";"9.0";"3.0";"false";"15.0";"70.0";13,9;1,34
"241";"0.0";"3.0";"0.0";"0.2";"9.0";"3.0";"false";"9.0";"60.0";13,91;1,34
"242";"0.0";"3.0";"0.0";"0.2";"9.0";"3.0";"false";"9.0";"65.0";13,9;1,34
"243";"0.0";"3.0";"0.0";"0.2";"9.0";"3.0";"false";"9.0";"70.0";13,9;1,34
"244";"0.0";"3.0";"0.0";"0.2";"9.0";"3.0";"true";"12.0";"60.0";13,9;1,34
"245";"0.0";"3.0";"0.0";"0.2";"9.0";"3.0";"true";"12.0";"65.0";13,9;1,34
"246";"0.0";"3.0";"0.0";"0.2";"9.0";"3.0";"true";"12.0";"70.0";13,91;1,34
"247";"0.0";"3.0";"0.0";"0.2";"9.0";"3.0";"true";"15.0";"60.0";13,91;1,34
"248";"0.0";"3.0";"0.0";"0.2";"9.0";"3.0";"true";"15.0";"65.0";13,91;1,34
"249";"0.0";"3.0";"0.0";"0.2";"9.0";"3.0";"true";"15.0";"70.0";13,9;1,34
